mbr_id,sid,bgn_dt,stg_cd,thma_nm,step_nm,stg_nm,dtl_cn,try_no,lrn_prgs_sts_cd
MPID0629110045551,mathpd29208894866826105,2021-08-17,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,2,LPSC03
MPID0420140036805,mathpd31927244819471343,2021-09-18,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC03
MPID0204130020792,mathpd29263496962069850,2021-08-18,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,3,LPSC03
MPID0729130050003,mathpd29440460305065722,2021-08-20,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC03
MPID0222100025417,mathpd28752108219674098,2021-08-12,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC03
MPID0222100025417,mathpd28752173627309396,2021-08-12,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,2,LPSC04
MPID0225100025733,mathpd29872782608326752,2021-08-25,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC03
MPID0729130048717,mathpd28140387975821888,2021-08-05,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC03
MPID0129050016470,mathpd31953187593445097,2021-09-18,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC04
MPID0727100048264,mathpd27627903240018638,2021-07-30,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC02
MPID0129050016470,mathpd33525779004394936,2021-10-06,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC03
MPID0330100033152,mathpd27642435218260726,2021-07-30,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,6,LPSC02
MPID0406110034324,mathpd31533967688144833,2021-09-13,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC03
MPID0629110045635,mathpd29809515935713997,2021-08-24,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,2,LPSC03
MPID0120050010343,mathpd27621977845716079,2021-07-30,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC02
MPID0120050010343,mathpd27622043277052150,2021-07-30,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,2,LPSC03
MPID0902170062271,mathpd33131832970127464,2021-10-02,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,2,LPSC04
MPID0119040005879,mathpd32471993460269582,2021-09-24,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC03
MPID0319100032029,mathpd30548440065943423,2021-09-02,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC03
MPID0203100018443,mathpd30381984897789646,2021-08-31,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,1,LPSC02
MPID0120060011395,mathpd26818351354548813,2021-07-21,E20_0_2,곱셈,곱셈구구,9의 단 곱셈구구,곱하기 9,4,LPSC04
MPID0120060011959,mathpd28500398652414182,2021-08-09,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0729130050003,mathpd29584472916106629,2021-08-22,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC03
MPID0120060009320,mathpd28307995065954482,2021-08-07,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0420140036805,mathpd32182295575485127,2021-09-21,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0713100047089,mathpd31608634737315379,2021-09-14,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC03
MPID0902170062271,mathpd31436562040851550,2021-09-12,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0330100033689,mathpd31624506352786315,2021-09-14,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0204130020792,mathpd27555510296573577,2021-07-29,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,8,LPSC04
MPID0204130020792,mathpd27555612683452440,2021-07-29,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,9,LPSC04
MPID0204130020792,mathpd27554745589224523,2021-07-29,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,5,LPSC04
MPID0204130020792,mathpd27554833876654486,2021-07-29,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,6,LPSC04
MPID0204130020792,mathpd27554915421514222,2021-07-29,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,7,LPSC04
MPID0120060009320,mathpd28394501052756981,2021-08-08,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0319100032029,mathpd31762686375972600,2021-09-16,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0204130020792,mathpd28732703219697411,2021-08-12,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,10,LPSC04
MPID0126030014090,mathpd29347708564481362,2021-08-19,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC03
MPID0126030014090,mathpd29347785214102192,2021-08-19,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,2,LPSC04
MPID0129050016615,mathpd27970516586104059,2021-08-03,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC03
MPID0629110045635,mathpd32748083743436054,2021-09-27,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0119040005879,mathpd34017583270914915,2021-10-12,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0203100018443,mathpd31573697636514324,2021-09-14,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,2,LPSC04
MPID0729130048717,mathpd32200937416154065,2021-09-21,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,2,LPSC03
MPID0120060011959,mathpd26776348688736428,2021-07-20,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC03
MPID0727100048264,mathpd27628779452784893,2021-07-30,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,2,LPSC03
MPID0129050016470,mathpd32738542873484930,2021-09-27,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0129050016615,mathpd28834789197038852,2021-08-13,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC03
MPID0204130019760,mathpd29898053610136231,2021-08-25,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC03
MPID0629110045551,mathpd32401976562967080,2021-09-23,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC03
MPID0330100033689,mathpd29892058833883768,2021-08-25,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC03
MPID0406110034324,mathpd33522492140563884,2021-10-06,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,2,LPSC04
MPID0204130020792,mathpd28760864079807094,2021-08-12,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,13,LPSC04
MPID0204130020792,mathpd28753498587192340,2021-08-12,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,12,LPSC04
MPID0120060011395,mathpd28766484640354819,2021-08-12,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0225100025733,mathpd32049436473990680,2021-09-19,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0330100033152,mathpd30736234066538939,2021-09-04,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,2,LPSC04
MPID0420140036945,mathpd32829043219386305,2021-09-28,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,1,LPSC04
MPID0204130020792,mathpd27204244447897910,2021-07-25,F02_0_1,나눗셈,나눗셈 알아보기,나눗셈(1),나눗셈식의 이해,2,LPSC04
MPID0406110034324,mathpd33605968680162077,2021-10-07,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,2,LPSC03
MPID0727100048264,mathpd27691913358431654,2021-07-31,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC02
MPID0120060011959,mathpd28500502987739725,2021-08-09,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC03
MPID0629110045551,mathpd34288308779038716,2021-10-15,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,2,LPSC03
MPID0120060009320,mathpd28308103657384067,2021-08-07,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC03
MPID0729130050003,mathpd29584544034084985,2021-08-22,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC04
MPID0420140036805,mathpd32182376805672975,2021-09-21,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC03
MPID0713100047089,mathpd31608705638353303,2021-09-14,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC03
MPID0629110045635,mathpd32828794100836064,2021-09-28,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC02
MPID0420140036945,mathpd32829112856594919,2021-09-28,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC03
MPID0204130019760,mathpd29976512384330598,2021-08-26,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC02
MPID0902170062271,mathpd31436733977114160,2021-09-12,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC02
MPID0129050016615,mathpd27368600949842287,2021-07-27,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC04
MPID0203100018443,mathpd31658628787657668,2021-09-15,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC02
MPID0330100033152,mathpd30934134614518428,2021-09-06,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,3,LPSC02
MPID0204130020792,mathpd27555682094545431,2021-07-29,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,4,LPSC03
MPID0330100033689,mathpd31790961971637837,2021-09-16,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,2,LPSC03
MPID0319100032029,mathpd31762871749164268,2021-09-16,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,3,LPSC03
MPID0120060009320,mathpd28394577226049411,2021-08-08,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC04
MPID0126030014090,mathpd29347864811010983,2021-08-19,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC04
MPID0330100033689,mathpd33432642100118342,2021-10-05,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,3,LPSC03
MPID0204130020792,mathpd28732807569349738,2021-08-12,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,5,LPSC03
MPID0119040005879,mathpd34114516358035201,2021-10-13,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC03
MPID0120060011959,mathpd26776723198317921,2021-07-20,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC04
MPID0204130020792,mathpd27204555403295013,2021-07-25,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,2,LPSC02
MPID0729130048717,mathpd32201045922505446,2021-09-21,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC03
MPID0129050016615,mathpd28834873981956363,2021-08-13,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC04
MPID0902170062271,mathpd33557921599872015,2021-10-07,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,3,LPSC03
MPID0330100033689,mathpd30325270058926233,2021-08-30,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC02
MPID0129050016470,mathpd33245988830971942,2021-10-03,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC02
MPID0420140036945,mathpd32913569328639737,2021-09-29,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,2,LPSC02
MPID0225100025733,mathpd32049535086272340,2021-09-19,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,1,LPSC03
MPID0120060011395,mathpd28766611411231567,2021-08-12,F03_0_1,나눗셈,나눗셈 알아보기,나눗셈(2),곱셈구구로 몫 구하기②,2,LPSC04
MPID0120060011959,mathpd28500687605071020,2021-08-09,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0629110045551,mathpd34288464918818181,2021-10-15,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0120060009320,mathpd28321940200592085,2021-08-07,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0204130019760,mathpd30060550566882777,2021-08-27,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0729130050003,mathpd29584648762074967,2021-08-22,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0129050016470,mathpd32842623611230180,2021-09-29,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,2,LPSC03
MPID0713100047089,mathpd31608813131501129,2021-09-14,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0330100033152,mathpd31619949972450706,2021-09-14,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,6,LPSC03
MPID0902170062271,mathpd31436971387818420,2021-09-12,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0713100047089,mathpd26863579047209407,2021-07-21,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0203100018443,mathpd31249664481589475,2021-09-10,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0420140036805,mathpd32275011099515498,2021-09-22,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC02
MPID0406110034324,mathpd34042167253993764,2021-10-12,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,2,LPSC03
MPID0119040005879,mathpd34199236072735145,2021-10-14,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0120060009320,mathpd28394674833512571,2021-08-08,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0222100025417,mathpd32313066973816667,2021-09-22,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0126030014090,mathpd29347972761863259,2021-08-19,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0126030014090,mathpd29348021184043781,2021-08-19,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,2,LPSC04
MPID0406110033988,mathpd32554842149672311,2021-09-25,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC02
MPID0204130020792,mathpd27204798774693965,2021-07-25,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,22,LPSC02
MPID0120050010343,mathpd33527979194649440,2021-10-06,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0727100048264,mathpd27988085960392789,2021-08-03,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,4,LPSC03
MPID0129050016615,mathpd27970445219546922,2021-08-03,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0420140036945,mathpd29186200645498292,2021-08-17,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC02
MPID0129050016615,mathpd28835239834457013,2021-08-13,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,3,LPSC04
MPID0319100032029,mathpd32377721204612890,2021-09-23,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0330100033689,mathpd32386408614589275,2021-09-23,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0729130048717,mathpd32206130067431519,2021-09-21,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,2,LPSC03
MPID0225100025733,mathpd32217053376215495,2021-09-21,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0629110045635,mathpd32904335360564214,2021-09-29,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,2,LPSC02
MPID0120060011395,mathpd28766885916712351,2021-08-12,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,3,LPSC04
MPID0120050010343,mathpd27300133913100779,2021-07-26,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0126020013529,mathpd34031667301427388,2021-10-12,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC02
MPID0120060011959,mathpd26776871725658360,2021-07-20,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
