stg_cd,qst_cd,text_cn,qst_cn,qst_cn1,math_smb1,qst_cn2,math_smb2,qst_cn3,boxed_cransr
E18_0_1,E18010007,다음을 계산하세요.,3 \times 7 = \boxed{\phantom{21}},3,X,7,=,□,21
E18_0_2,E18010007c,다음을 계산하세요.,3 \times 7 = \boxed{\phantom{21}},3,X,7,=,□,21
E19_0_1,E18010007d,다음을 계산하세요.,3 \times 7 = \boxed{\phantom{21}},3,X,7,=,□,21
E19_0_2,E18010007e,다음을 계산하세요.,3 \times 7 = \boxed{\phantom{21}},3,X,7,=,□,21
E20_0_1,E18010007f,다음을 계산하세요.,3 \times 7 = \boxed{\phantom{21}},3,X,7,=,□,21
E20_0_2,E18010007g,다음을 계산하세요.,3 \times 7 = \boxed{\phantom{21}},3,X,7,=,□,21
E18_0_1,E18010008,다음을 계산하세요.,3 \times 8 = \boxed{\phantom{24}},3,X,8,=,□,24
E18_0_2,E18010008c,다음을 계산하세요.,3 \times 8 = \boxed{\phantom{24}},3,X,8,=,□,24
E19_0_1,E18010008d,다음을 계산하세요.,3 \times 8 = \boxed{\phantom{24}},3,X,8,=,□,24
E19_0_2,E18010008e,다음을 계산하세요.,3 \times 8 = \boxed{\phantom{24}},3,X,8,=,□,24
E20_0_1,E18010008f,다음을 계산하세요.,3 \times 8 = \boxed{\phantom{24}},3,X,8,=,□,24
E20_0_2,E18010008g,다음을 계산하세요.,3 \times 8 = \boxed{\phantom{24}},3,X,8,=,□,24
E18_0_1,E18010009,다음을 계산하세요.,3 \times 9 = \boxed{\phantom{27}},3,X,9,=,□,27
E18_0_2,E18010009c,다음을 계산하세요.,3 \times 9 = \boxed{\phantom{27}},3,X,9,=,□,27
E19_0_1,E18010009d,다음을 계산하세요.,3 \times 9 = \boxed{\phantom{27}},3,X,9,=,□,27
E19_0_2,E18010009e,다음을 계산하세요.,3 \times 9 = \boxed{\phantom{27}},3,X,9,=,□,27
E20_0_1,E18010009f,다음을 계산하세요.,3 \times 9 = \boxed{\phantom{27}},3,X,9,=,□,27
E20_0_2,E18010009g,다음을 계산하세요.,3 \times 9 = \boxed{\phantom{27}},3,X,9,=,□,27
E18_0_1,E18010013,다음을 계산하세요.,3\times1=~3\\3\times2=\boxed{\phantom{6}},3,X,2,=,□,6
E18_0_1,E18010014,다음을 계산하세요.,3\times3=~~9\\3\times4=\boxed{\phantom{12}},3,X,4,=,□,12
E18_0_1,E18010016,다음을 계산하세요.,3\times7=~21\\3\times8=\boxed{\phantom{24}}\\3\times9=\boxed{\phantom{27}},3,X,8,=,□,24
E18_0_1,E18010018,다음을 계산하세요.,3\times4=~12\\3\times5=\boxed{\phantom{15}}\\3\times6=\boxed{\phantom{18}},3,X,5,=,□,15
E18_0_2,E18020001,다음을 계산하세요.,4 \times 1 = \boxed{\phantom{4}},4,X,1,=,□,4
E19_0_1,E18020001d,다음을 계산하세요.,4 \times 1 = \boxed{\phantom{4}},4,X,1,=,□,4
E19_0_2,E18020001e,다음을 계산하세요.,4 \times 1 = \boxed{\phantom{4}},4,X,1,=,□,4
E20_0_1,E18020001f,다음을 계산하세요.,4 \times 1 = \boxed{\phantom{4}},4,X,1,=,□,4
E20_0_2,E18020001g,다음을 계산하세요.,4 \times 1 = \boxed{\phantom{4}},4,X,1,=,□,4
E18_0_2,E18020002,다음을 계산하세요.,4 \times 2 = \boxed{\phantom{8}},4,X,2,=,□,8
E19_0_1,E18020002d,다음을 계산하세요.,4 \times 2 = \boxed{\phantom{8}},4,X,2,=,□,8
E19_0_2,E18020002e,다음을 계산하세요.,4 \times 2 = \boxed{\phantom{8}},4,X,2,=,□,8
E20_0_2,E18020002g,다음을 계산하세요.,4 \times 2 = \boxed{\phantom{8}},4,X,2,=,□,8
E18_0_2,E18020003,다음을 계산하세요.,4 \times 3 = \boxed{\phantom{12}},4,X,3,=,□,12
E19_0_1,E18020003d,다음을 계산하세요.,4 \times 3 = \boxed{\phantom{12}},4,X,3,=,□,12
E19_0_2,E18020003e,다음을 계산하세요.,4 \times 3 = \boxed{\phantom{12}},4,X,3,=,□,12
E20_0_1,E18020003f,다음을 계산하세요.,4 \times 3 = \boxed{\phantom{12}},4,X,3,=,□,12
E20_0_2,E18020003g,다음을 계산하세요.,4 \times 3 = \boxed{\phantom{12}},4,X,3,=,□,12
E18_0_2,E18020004,다음을 계산하세요.,4 \times 4 = \boxed{\phantom{16}},4,X,4,=,□,16
E19_0_1,E18020004d,다음을 계산하세요.,4 \times 4 = \boxed{\phantom{16}},4,X,4,=,□,16
E20_0_1,E18020004f,다음을 계산하세요.,4 \times 4 = \boxed{\phantom{16}},4,X,4,=,□,16
E20_0_2,E18020004g,다음을 계산하세요.,4 \times 4 = \boxed{\phantom{16}},4,X,4,=,□,16
E18_0_2,E18020005,다음을 계산하세요.,4 \times 5 = \boxed{\phantom{20}},4,X,5,=,□,20
E19_0_1,E18020005d,다음을 계산하세요.,4 \times 5 = \boxed{\phantom{20}},4,X,5,=,□,20
E19_0_2,E18020005e,다음을 계산하세요.,4 \times 5 = \boxed{\phantom{20}},4,X,5,=,□,20
E20_0_1,E18020005f,다음을 계산하세요.,4 \times 5 = \boxed{\phantom{20}},4,X,5,=,□,20
E20_0_2,E18020005g,다음을 계산하세요.,4 \times 5 = \boxed{\phantom{20}},4,X,5,=,□,20
E18_0_2,E18020006,다음을 계산하세요.,4 \times 6 = \boxed{\phantom{24}},4,X,6,=,□,24
E19_0_1,E18020006d,다음을 계산하세요.,4 \times 6 = \boxed{\phantom{24}},4,X,6,=,□,24
E19_0_2,E18020006e,다음을 계산하세요.,4 \times 6 = \boxed{\phantom{24}},4,X,6,=,□,24
E20_0_1,E18020006f,다음을 계산하세요.,4 \times 6 = \boxed{\phantom{24}},4,X,6,=,□,24
E20_0_2,E18020006g,다음을 계산하세요.,4 \times 6 = \boxed{\phantom{24}},4,X,6,=,□,24
E18_0_2,E18020007,다음을 계산하세요.,4 \times 7 = \boxed{\phantom{28}},4,X,7,=,□,28
E19_0_1,E18020007d,다음을 계산하세요.,4 \times 7 = \boxed{\phantom{28}},4,X,7,=,□,28
E19_0_2,E18020007e,다음을 계산하세요.,4 \times 7 = \boxed{\phantom{28}},4,X,7,=,□,28
E20_0_1,E18020007f,다음을 계산하세요.,4 \times 7 = \boxed{\phantom{28}},4,X,7,=,□,28
E20_0_2,E18020007g,다음을 계산하세요.,4 \times 7 = \boxed{\phantom{28}},4,X,7,=,□,28
E18_0_2,E18020008,다음을 계산하세요.,4 \times 8 = \boxed{\phantom{32}},4,X,8,=,□,32
E19_0_1,E18020008d,다음을 계산하세요.,4 \times 8 = \boxed{\phantom{32}},4,X,8,=,□,32
E19_0_2,E18020008e,다음을 계산하세요.,4 \times 8 = \boxed{\phantom{32}},4,X,8,=,□,32
E20_0_1,E18020008f,다음을 계산하세요.,4 \times 8 = \boxed{\phantom{32}},4,X,8,=,□,32
E20_0_2,E18020008g,다음을 계산하세요.,4 \times 8 = \boxed{\phantom{32}},4,X,8,=,□,32
E18_0_2,E18020009,다음을 계산하세요.,4 \times 9 = \boxed{\phantom{36}},4,X,9,=,□,36
E19_0_1,E18020009d,다음을 계산하세요.,4 \times 9 = \boxed{\phantom{36}},4,X,9,=,□,36
E19_0_2,E18020009e,다음을 계산하세요.,4 \times 9 = \boxed{\phantom{36}},4,X,9,=,□,36
E20_0_1,E18020009f,다음을 계산하세요.,4 \times 9 = \boxed{\phantom{36}},4,X,9,=,□,36
E20_0_2,E18020009g,다음을 계산하세요.,4 \times 9 = \boxed{\phantom{36}},4,X,9,=,□,36
E18_0_2,E18020013,다음을 계산하세요.,4\times1=~4\\4\times2=\boxed{\phantom{8}},4,X,2,=,□,8
E18_0_2,E18020014,다음을 계산하세요.,4\times3=~12\\4\times4=\boxed{\phantom{16}},4,X,4,=,□,16
E18_0_2,E18020016,다음을 계산하세요.,4\times7=~28\\4\times8=\boxed{\phantom{32}}\\4\times9=\boxed{\phantom{36}},4,X,8,=,□,32
E18_0_2,E18020018,다음을 계산하세요.,4\times4=~16\\4\times5=\boxed{\phantom{20}}\\4\times6=\boxed{\phantom{24}},4,X,5,=,□,20
E19_0_1,E19010001,다음을 계산하세요.,6 \times 1 = \boxed{\phantom{6}},6,X,1,=,□,6
E19_0_2,E19010001e,다음을 계산하세요.,6 \times 1 = \boxed{\phantom{6}},6,X,1,=,□,6
E20_0_1,E19010001f,다음을 계산하세요.,6 \times 1 = \boxed{\phantom{6}},6,X,1,=,□,6
E20_0_2,E19010001g,다음을 계산하세요.,6 \times 1 = \boxed{\phantom{6}},6,X,1,=,□,6
E19_0_1,E19010002,다음을 계산하세요.,6 \times 2 = \boxed{\phantom{12}},6,X,2,=,□,12
E19_0_2,E19010002e,다음을 계산하세요.,6 \times 2 = \boxed{\phantom{12}},6,X,2,=,□,12
E20_0_1,E19010002f,다음을 계산하세요.,6 \times 2 = \boxed{\phantom{12}},6,X,2,=,□,12
E20_0_2,E19010002g,다음을 계산하세요.,6 \times 2 = \boxed{\phantom{12}},6,X,2,=,□,12
E19_0_1,E19010003,다음을 계산하세요.,6 \times 3 = \boxed{\phantom{18}},6,X,3,=,□,18
E19_0_2,E19010003e,다음을 계산하세요.,6 \times 3 = \boxed{\phantom{18}},6,X,3,=,□,18
E20_0_1,E19010003f,다음을 계산하세요.,6 \times 3 = \boxed{\phantom{18}},6,X,3,=,□,18
E20_0_2,E19010003g,다음을 계산하세요.,6 \times 3 = \boxed{\phantom{18}},6,X,3,=,□,18
E19_0_1,E19010004,다음을 계산하세요.,6 \times 4 = \boxed{\phantom{24}},6,X,4,=,□,24
E19_0_2,E19010004e,다음을 계산하세요.,6 \times 4 = \boxed{\phantom{24}},6,X,4,=,□,24
E20_0_1,E19010004f,다음을 계산하세요.,6 \times 4 = \boxed{\phantom{24}},6,X,4,=,□,24
E20_0_2,E19010004g,다음을 계산하세요.,6 \times 4 = \boxed{\phantom{24}},6,X,4,=,□,24
E19_0_1,E19010005,다음을 계산하세요.,6 \times 5 = \boxed{\phantom{30}},6,X,5,=,□,30
E19_0_2,E19010005e,다음을 계산하세요.,6 \times 5 = \boxed{\phantom{30}},6,X,5,=,□,30
E20_0_1,E19010005f,다음을 계산하세요.,6 \times 5 = \boxed{\phantom{30}},6,X,5,=,□,30
E20_0_2,E19010005g,다음을 계산하세요.,6 \times 5 = \boxed{\phantom{30}},6,X,5,=,□,30
E19_0_1,E19010006,다음을 계산하세요.,6 \times 6 = \boxed{\phantom{36}},6,X,6,=,□,36
E19_0_2,E19010006e,다음을 계산하세요.,6 \times 6 = \boxed{\phantom{36}},6,X,6,=,□,36
E20_0_1,E19010006f,다음을 계산하세요.,6 \times 6 = \boxed{\phantom{36}},6,X,6,=,□,36
E20_0_2,E19010006g,다음을 계산하세요.,6 \times 6 = \boxed{\phantom{36}},6,X,6,=,□,36
E19_0_1,E19010007,다음을 계산하세요.,6 \times 7 = \boxed{\phantom{42}},6,X,7,=,□,42
E19_0_2,E19010007e,다음을 계산하세요.,6 \times 7 = \boxed{\phantom{42}},6,X,7,=,□,42
E20_0_1,E19010007f,다음을 계산하세요.,6 \times 7 = \boxed{\phantom{42}},6,X,7,=,□,42
E20_0_2,E19010007g,다음을 계산하세요.,6 \times 7 = \boxed{\phantom{42}},6,X,7,=,□,42
E19_0_1,E19010008,다음을 계산하세요.,6 \times 8 = \boxed{\phantom{48}},6,X,8,=,□,48
E19_0_2,E19010008e,다음을 계산하세요.,6 \times 8 = \boxed{\phantom{48}},6,X,8,=,□,48
E20_0_1,E19010008f,다음을 계산하세요.,6 \times 8 = \boxed{\phantom{48}},6,X,8,=,□,48
E19_0_1,E19010009,다음을 계산하세요.,6 \times 9 = \boxed{\phantom{54}},6,X,9,=,□,54
E19_0_2,E19010009e,다음을 계산하세요.,6 \times 9 = \boxed{\phantom{54}},6,X,9,=,□,54
E20_0_1,E19010009f,다음을 계산하세요.,6 \times 9 = \boxed{\phantom{54}},6,X,9,=,□,54
E20_0_2,E19010009g,다음을 계산하세요.,6 \times 9 = \boxed{\phantom{54}},6,X,9,=,□,54
E19_0_1,E19010013,다음을 계산하세요.,6\times1=~~6\\6\times2=\boxed{\phantom{12}},6,X,2,=,□,12
E19_0_1,E19010014,다음을 계산하세요.,6\times3=~18\\6\times4=\boxed{\phantom{24}},6,X,4,=,□,24
E19_0_1,E19010016,다음을 계산하세요.,6\times7=~42\\6\times8=\boxed{\phantom{48}}\\6\times9=\boxed{\phantom{54}},6,X,8,=,□,48
E19_0_1,E19010018,다음을 계산하세요.,6\times4=~24\\6\times5=\boxed{\phantom{30}}\\6\times6=\boxed{\phantom{36}},6,X,5,=,□,30
E19_0_2,E19020001,다음을 계산하세요.,7 \times 1 = \boxed{\phantom{7}},7,X,1,=,□,7
E20_0_1,E19020001f,다음을 계산하세요.,7 \times 1 = \boxed{\phantom{7}},7,X,1,=,□,7
E20_0_2,E19020001g,다음을 계산하세요.,7 \times 1 = \boxed{\phantom{7}},7,X,1,=,□,7
E19_0_2,E19020002,다음을 계산하세요.,7 \times 2 = \boxed{\phantom{14}},7,X,2,=,□,14
E20_0_1,E19020002f,다음을 계산하세요.,7 \times 2 = \boxed{\phantom{14}},7,X,2,=,□,14
E20_0_2,E19020002g,다음을 계산하세요.,7 \times 2 = \boxed{\phantom{14}},7,X,2,=,□,14
E19_0_2,E19020003,다음을 계산하세요.,7 \times 3 = \boxed{\phantom{21}},7,X,3,=,□,21
E20_0_1,E19020003f,다음을 계산하세요.,7 \times 3 = \boxed{\phantom{21}},7,X,3,=,□,21
E20_0_2,E19020003g,다음을 계산하세요.,7 \times 3 = \boxed{\phantom{21}},7,X,3,=,□,21
E19_0_2,E19020004,다음을 계산하세요.,7 \times 4 = \boxed{\phantom{28}},7,X,4,=,□,28
E20_0_1,E19020004f,다음을 계산하세요.,7 \times 4 = \boxed{\phantom{28}},7,X,4,=,□,28
E20_0_2,E19020004g,다음을 계산하세요.,7 \times 4 = \boxed{\phantom{28}},7,X,4,=,□,28
E19_0_2,E19020005,다음을 계산하세요.,7 \times 5 = \boxed{\phantom{35}},7,X,5,=,□,35
E20_0_1,E19020005f,다음을 계산하세요.,7 \times 5 = \boxed{\phantom{35}},7,X,5,=,□,35
E19_0_2,E19020006,다음을 계산하세요.,7 \times 6 = \boxed{\phantom{42}},7,X,6,=,□,42
E20_0_1,E19020006f,다음을 계산하세요.,7 \times 6 = \boxed{\phantom{42}},7,X,6,=,□,42
E20_0_2,E19020006g,다음을 계산하세요.,7 \times 6 = \boxed{\phantom{42}},7,X,6,=,□,42
E19_0_2,E19020007,다음을 계산하세요.,7 \times 7 = \boxed{\phantom{49}},7,X,7,=,□,49
E20_0_2,E19020007g,다음을 계산하세요.,7 \times 7 = \boxed{\phantom{49}},7,X,7,=,□,49
E19_0_2,E19020008,다음을 계산하세요.,7 \times 8 = \boxed{\phantom{56}},7,X,8,=,□,56
E20_0_1,E19020008f,다음을 계산하세요.,7 \times 8 = \boxed{\phantom{56}},7,X,8,=,□,56
E20_0_2,E19020008g,다음을 계산하세요.,7 \times 8 = \boxed{\phantom{56}},7,X,8,=,□,56
E19_0_2,E19020009,다음을 계산하세요.,7 \times 9 = \boxed{\phantom{63}},7,X,9,=,□,63
E20_0_1,E19020009f,다음을 계산하세요.,7 \times 9 = \boxed{\phantom{63}},7,X,9,=,□,63
E19_0_2,E19020013,다음을 계산하세요.,7\times1=~~7\\7\times2=\boxed{\phantom{14}},7,X,2,=,□,14
E19_0_2,E19020014,다음을 계산하세요.,7\times3=~21\\7\times4=\boxed{\phantom{28}},7,X,4,=,□,28
E19_0_2,E19020016,다음을 계산하세요.,7\times7=~49\\7\times8=\boxed{\phantom{56}}\\7\times9=\boxed{\phantom{63}},7,X,8,=,□,56
E19_0_2,E19020018,다음을 계산하세요.,7\times4=~28\\7\times5=\boxed{\phantom{35}}\\7\times6=\boxed{\phantom{42}},7,X,5,=,□,35
E20_0_1,E20010001,다음을 계산하세요.,8 \times 1 = \boxed{\phantom{8}},8,X,1,=,□,8
E20_0_2,E20010001g,다음을 계산하세요.,8 \times 1 = \boxed{\phantom{8}},8,X,1,=,□,8
E20_0_1,E20010002,다음을 계산하세요.,8 \times 2 = \boxed{\phantom{16}},8,X,2,=,□,16
E20_0_2,E20010002g,다음을 계산하세요.,8 \times 2 = \boxed{\phantom{16}},8,X,2,=,□,16
E20_0_1,E20010003,다음을 계산하세요.,8 \times 3 = \boxed{\phantom{24}},8,X,3,=,□,24
E20_0_2,E20010003g,다음을 계산하세요.,8 \times 3 = \boxed{\phantom{24}},8,X,3,=,□,24
E20_0_1,E20010004,다음을 계산하세요.,8 \times 4 = \boxed{\phantom{32}},8,X,4,=,□,32
E20_0_2,E20010004g,다음을 계산하세요.,8 \times 4 = \boxed{\phantom{32}},8,X,4,=,□,32
E20_0_1,E20010005,다음을 계산하세요.,8 \times 5 = \boxed{\phantom{40}},8,X,5,=,□,40
E20_0_2,E20010005g,다음을 계산하세요.,8 \times 5 = \boxed{\phantom{40}},8,X,5,=,□,40
E20_0_1,E20010006,다음을 계산하세요.,8 \times 6 = \boxed{\phantom{48}},8,X,6,=,□,48
E20_0_1,E20010007,다음을 계산하세요.,8 \times 7 = \boxed{\phantom{56}},8,X,7,=,□,56
E20_0_2,E20010007g,다음을 계산하세요.,8 \times 7 = \boxed{\phantom{56}},8,X,7,=,□,56
E20_0_1,E20010008,다음을 계산하세요.,8 \times 8 = \boxed{\phantom{64}},8,X,8,=,□,64
E20_0_2,E20010008g,다음을 계산하세요.,8 \times 8 = \boxed{\phantom{64}},8,X,8,=,□,64
E20_0_1,E20010009,다음을 계산하세요.,8 \times 9 = \boxed{\phantom{72}},8,X,9,=,□,72
E20_0_1,E20010013,다음을 계산하세요.,8\times1=~~8\\8\times2=\boxed{\phantom{16}},8,X,2,=,□,16
E20_0_1,E20010014,다음을 계산하세요.,8\times3=~24\\8\times4=\boxed{\phantom{32}},8,X,4,=,□,32
E20_0_1,E20010016,다음을 계산하세요.,8\times7=~56\\8\times8=\boxed{\phantom{64}}\\8\times9=\boxed{\phantom{72}},8,X,8,=,□,64
E20_0_1,E20010018,다음을 계산하세요.,8\times4=~32\\8\times5=\boxed{\phantom{40}}\\8\times6=\boxed{\phantom{48}},8,X,5,=,□,40
E20_0_2,E20020001,다음을 계산하세요.,9 \times 1 = \boxed{\phantom{9}},9,X,1,=,□,9
E20_0_2,E20020002,다음을 계산하세요.,9 \times 2 = \boxed{\phantom{18}},9,X,2,=,□,18
E20_0_2,E20020003,다음을 계산하세요.,9 \times 3 = \boxed{\phantom{27}},9,X,3,=,□,27
E20_0_2,E20020004,다음을 계산하세요.,9 \times 4 = \boxed{\phantom{36}},9,X,4,=,□,36
E20_0_2,E20020005,다음을 계산하세요.,9 \times 5 = \boxed{\phantom{45}},9,X,5,=,□,45
E20_0_2,E20020006,다음을 계산하세요.,9 \times 6 = \boxed{\phantom{54}},9,X,6,=,□,54
E20_0_2,E20020007,다음을 계산하세요.,9 \times 7 = \boxed{\phantom{63}},9,X,7,=,□,63
E20_0_2,E20020008,다음을 계산하세요.,9 \times 8 = \boxed{\phantom{72}},9,X,8,=,□,72
E20_0_2,E20020009,다음을 계산하세요.,9 \times 9 = \boxed{\phantom{81}},9,X,9,=,□,81
E20_0_2,E20020013,다음을 계산하세요.,9\times1=~~9\\9\times2=\boxed{\phantom{18}},9,X,2,=,□,18
E20_0_2,E20020014,다음을 계산하세요.,9\times3=~27\\9\times4=\boxed{\phantom{36}},9,X,4,=,□,36
E20_0_2,E20020016,다음을 계산하세요.,9\times7=~63\\9\times8=\boxed{\phantom{72}}\\9\times9=\boxed{\phantom{81}},9,X,8,=,□,72
E20_0_2,E20020018,다음을 계산하세요.,9\times4=~36\\9\times5=\boxed{\phantom{45}}\\9\times6=\boxed{\phantom{54}},9,X,5,=,□,45
