stg_cd,qst_cd,text_cn,qst_cn,qst_cransr
F02_0_1,F02011304,다음을 계산하세요.,\begin{multiplication-and-division} 6\times3=18 & 18\div6=\boxed{\phantom{3}} & 18\div3=\boxed{\phantom{6}} \end{multiplication-and-division},
F02_0_1,F02011305,다음을 계산하세요.,\begin{multiplication-and-division} 4\times9=36 & 36\div4=\boxed{\phantom{9}} & 36\div9=\boxed{\phantom{4}} \end{multiplication-and-division},
F02_0_1,F02011306,다음을 계산하세요.,\begin{multiplication-and-division} 6\times8=48 & 48\div6=\boxed{\phantom{8}} & 48\div8=\boxed{\phantom{6}} \end{multiplication-and-division},
F02_0_1,F02011407,다음을 계산하세요., 4 \times 5 = 20\leftrightarrow20\div4=\boxed{\phantom{5}} ,5
F02_0_1,F02011408,다음을 계산하세요., 5 \times 9 = 45\leftrightarrow45\div5=\boxed{\phantom{9}} ,9
F02_0_1,F02011409,다음을 계산하세요.,6 \times 6 = 36\leftrightarrow36\div6=\boxed{\phantom{6}} ,6
F02_0_1,F02011410,다음을 계산하세요.,\begin{multiplication-and-division} 4\times2=8 & 8\div4=\boxed{\phantom{2}} & 8\div2=\boxed{\phantom{4}} \end{multiplication-and-division},
F02_0_1,F02011411,다음을 계산하세요.,\begin{multiplication-and-division} 5\times3=15 & 15\div5=\boxed{\phantom{3}} & 15\div3=\boxed{\phantom{5}} \end{multiplication-and-division},
F02_0_1,F02011412,다음을 계산하세요.,\begin{multiplication-and-division} 3\times4=12 & 12\div3=\boxed{\phantom{4}} & 12\div4=\boxed{\phantom{3}} \end{multiplication-and-division},
F02_0_1,F02011501,다음을 계산하세요.,8 \times 6 = 48\leftrightarrow48\div6=\boxed{\phantom{8}} ,8
F02_0_1,F02011502,다음을 계산하세요.,7 \times 5 = 35\leftrightarrow35\div5=\boxed{\phantom{7}} ,7
F02_0_1,F02011503,다음을 계산하세요., 9 \times 9 = 81\leftrightarrow81\div9=\boxed{\phantom{9}} ,9
F02_0_1,F02011504,다음을 계산하세요.,\begin{multiplication-and-division} 9\times8=72 & 72\div9=\boxed{\phantom{8}} & 72\div8=\boxed{\phantom{9}} \end{multiplication-and-division},
F02_0_1,F02011505,다음을 계산하세요.,\begin{multiplication-and-division} 7\times9=63 & 63\div7=\boxed{\phantom{9}} & 63\div9=\boxed{\phantom{7}} \end{multiplication-and-division},
F02_0_1,F02011506,다음을 계산하세요.,\begin{multiplication-and-division} 8\times7=56 & 56\div8=\boxed{\phantom{7}} & 56\div7=\boxed{\phantom{8}} \end{multiplication-and-division},
F02_0_1,F02011607,다음을 계산하세요.,9 \times 3 = 27\leftrightarrow27\div3=\boxed{\phantom{9}} ,9
F02_0_1,F02011608,다음을 계산하세요.,4 \times 8 = 32\leftrightarrow32\div8=\boxed{\phantom{4}} ,4
F02_0_1,F02011609,다음을 계산하세요.,7 \times 7 = 49\leftrightarrow49\div7=\boxed{\phantom{7}} ,7
F02_0_1,F02011610,다음을 계산하세요.,\begin{multiplication-and-division} 8\times2=16 & 16\div8=\boxed{\phantom{2}} & 16\div2=\boxed{\phantom{8}} \end{multiplication-and-division},
F02_0_1,F02011611,다음을 계산하세요.,\begin{multiplication-and-division} 9\times7=63 & 63\div9=\boxed{\phantom{7}} & 63\div7=\boxed{\phantom{9}} \end{multiplication-and-division},
F02_0_1,F02011612,다음을 계산하세요.,\begin{multiplication-and-division} 9\times6=54 & 54\div9=\boxed{\phantom{6}} & 54\div6=\boxed{\phantom{9}} \end{multiplication-and-division},
F02_0_1,F02011701,다음을 계산하세요.,7 \times 3 = 21 \leftrightarrow21\div7=\boxed{\phantom{3}} ,3
F02_0_1,F02011702,다음을 계산하세요.,5 \times 2 = 10 \leftrightarrow10\div5=\boxed{\phantom{2}} ,2
F02_0_1,F02011703,다음을 계산하세요.,4 \times 9 = 36\leftrightarrow36\div9=\boxed{\phantom{4}} ,4
F02_0_1,F02011704,다음을 계산하세요.,\begin{multiplication-and-division} 6\times4=24 & 24\div6=\boxed{\phantom{4}} & 24\div4=\boxed{\phantom{6}} \end{multiplication-and-division},
F02_0_1,F02011705,다음을 계산하세요.,\begin{multiplication-and-division} 3\times8=24 & 24\div3=\boxed{\phantom{8}} & 24\div8=\boxed{\phantom{3}} \end{multiplication-and-division},
F02_0_1,F02011706,다음을 계산하세요.,\begin{multiplication-and-division} 5\times6=30 & 30\div5=\boxed{\phantom{6}} & 30\div6=\boxed{\phantom{5}} \end{multiplication-and-division},
F02_0_1,F02011807,다음을 계산하세요.,2 \times 7= 14 \leftrightarrow14\div2=\boxed{\phantom{7}} ,7
F02_0_1,F02011808,다음을 계산하세요.,3 \times 3 = 9 \leftrightarrow9\div3=\boxed{\phantom{3}} ,3
F02_0_1,F02011809,다음을 계산하세요.,5 \times 8 = 40 \leftrightarrow40\div8=\boxed{\phantom{5}} ,5
F02_0_1,F02011810,다음을 계산하세요.,\begin{multiplication-and-division} 6\times7=42 & 42\div6=\boxed{\phantom{7}} & 42\div7=\boxed{\phantom{6}} \end{multiplication-and-division},
F02_0_1,F02011811,다음을 계산하세요.,\begin{multiplication-and-division} 3\times5=15 & 15\div3=\boxed{\phantom{5}} & 15\div5=\boxed{\phantom{3}} \end{multiplication-and-division},
F02_0_1,F02011812,다음을 계산하세요.,\begin{multiplication-and-division} 5\times9=45 & 45\div5=\boxed{\phantom{9}} & 45\div9=\boxed{\phantom{5}} \end{multiplication-and-division},
F03_0_1,F03010901,다음을 계산하세요.,6 \times \boxed{\phantom{3}} = 18\leftrightarrow18\div6=\boxed{\phantom{3}},
F03_0_1,F03010902,다음을 계산하세요.,7 \times \boxed{\phantom{5}} = 35\leftrightarrow35\div7=\boxed{\phantom{5}},
F03_0_1,F03010903,다음을 계산하세요.,\begin{multiplication-and-division} 2\times\boxed{\phantom{6}}=12 & 12\div~2=\boxed{\phantom{6}} & 12\div\boxed{\phantom{6}}=2 \end{multiplication-and-division},
F03_0_1,F03010904,다음을 계산하세요.,\begin{multiplication-and-division} 4\times\boxed{\phantom{9}}=36 & 36\div~4=\boxed{\phantom{9}} & 36\div\boxed{\phantom{9}}=4 \end{multiplication-and-division},
F03_0_1,F03011005,다음을 계산하세요.,4 \times \boxed{\phantom{6}} = 24\leftrightarrow24\div4=\boxed{\phantom{6}},
F03_0_1,F03011006,다음을 계산하세요.,8 \times \boxed{\phantom{5}} = 40\leftrightarrow40\div8=\boxed{\phantom{5}},
F03_0_1,F03011007,다음을 계산하세요.,9 \times \boxed{\phantom{7}} = 63\leftrightarrow63\div9=\boxed{\phantom{7}},
F03_0_1,F03011008,다음을 계산하세요.,\begin{multiplication-and-division} 4\times\boxed{\phantom{3}}=12 & 12\div~4=\boxed{\phantom{3}} & 12\div\boxed{\phantom{3}}=4 \end{multiplication-and-division},
F03_0_1,F03011009,다음을 계산하세요.,\begin{multiplication-and-division} 9\times\boxed{\phantom{8}}=72 & 72\div~9=\boxed{\phantom{8}} & 72\div\boxed{\phantom{8}}=9 \end{multiplication-and-division},
F03_0_1,F03011010,다음을 계산하세요.,\begin{multiplication-and-division} 5\times\boxed{\phantom{4}}=20 & 20\div~5=\boxed{\phantom{4}} & 20\div\boxed{\phantom{4}}=5 \end{multiplication-and-division},
F03_0_2,F03011101,다음 나눗셈을 하세요.,8 \div 2= \boxed{\phantom{4}} ,4
F03_0_2,F03011102,다음 나눗셈을 하세요.,21 \div 3= \boxed{\phantom{7}} ,7
F03_0_2,F03011103,다음 나눗셈을 하세요.,16 \div 4= \boxed{\phantom{4}} ,4
F03_0_2,F03011104,다음 나눗셈을 하세요.,15 \div 5= \boxed{\phantom{3}} ,3
F03_0_2,F03011105,다음 나눗셈을 하세요.,27 \div 9= \boxed{\phantom{3}} ,3
F03_0_2,F03011106,다음 나눗셈을 하세요.,30 \div 6= \boxed{\phantom{5}} ,5
F03_0_2,F03011107,다음 나눗셈을 하세요.,56 \div 7= \boxed{\phantom{8}} ,8
F03_0_2,F03011108,다음 나눗셈을 하세요.,48 \div 8= \boxed{\phantom{6}} ,6
F03_0_2,F03011109,다음 나눗셈을 하세요.,54 \div 9= \boxed{\phantom{6}} ,6
F03_0_2,F03011110,다음 나눗셈을 하세요.,12 \div 6= \boxed{\phantom{2}} ,2
F03_0_2,F03011211,다음 나눗셈을 하세요.,18 \div 2= \boxed{\phantom{9}} ,9
F03_0_2,F03011212,다음 나눗셈을 하세요.,35 \div 5= \boxed{\phantom{7}} ,7
F03_0_2,F03011213,다음 나눗셈을 하세요.,32 \div 8= \boxed{\phantom{4}} ,4
F03_0_2,F03011214,다음 나눗셈을 하세요.,24 \div 3= \boxed{\phantom{8}} ,8
F03_0_2,F03011215,다음 나눗셈을 하세요.,9 \div 9= \boxed{\phantom{1}} ,1
F03_0_2,F03011216,다음 나눗셈을 하세요.,28 \div 4= \boxed{\phantom{7}} ,7
F03_0_2,F03011217,다음 나눗셈을 하세요.,48 \div 6= \boxed{\phantom{8}} ,8
F03_0_2,F03011218,다음 나눗셈을 하세요.,21 \div 7= \boxed{\phantom{3}} ,3
F03_0_2,F03011219,다음 나눗셈을 하세요.,25 \div 5= \boxed{\phantom{5}} ,5
F03_0_2,F03011220,다음 나눗셈을 하세요.,35 \div 7= \boxed{\phantom{5}} ,5
F03_0_2,F03011221,다음 나눗셈을 하세요.,3 \div 3= \boxed{\phantom{1}} ,1
F03_0_2,F03011222,다음 나눗셈을 하세요.,36 \div 4= \boxed{\phantom{9}} ,9
F03_0_2,F03011223,다음 나눗셈을 하세요.,18 \div 6= \boxed{\phantom{3}} ,3
F03_0_2,F03011224,다음 나눗셈을 하세요.,16 \div 8= \boxed{\phantom{2}} ,2
F03_0_2,F03011225,다음 나눗셈을 하세요.,6 \div 2= \boxed{\phantom{3}} ,3
F03_0_1,F03011301,다음을 계산하세요.,7 \times \boxed{\phantom{2}} = 14\leftrightarrow14\div7=\boxed{\phantom{2}},
F03_0_1,F03011302,다음을 계산하세요.,8 \times \boxed{\phantom{3}} = 24\leftrightarrow24\div8=\boxed{\phantom{3}},
F03_0_1,F03011303,다음을 계산하세요.,6 \times \boxed{\phantom{9}} = 54\leftrightarrow54\div6=\boxed{\phantom{9}},
F03_0_1,F03011304,다음을 계산하세요.,\begin{multiplication-and-division} 2\times\boxed{\phantom{8}}=16 & 16\div~2=\boxed{\phantom{8}} & 16\div\boxed{\phantom{8}}=2 \end{multiplication-and-division},
F03_0_1,F03011305,다음을 계산하세요.,\begin{multiplication-and-division} 9\times\boxed{\phantom{4}}=36 & 36\div~9=\boxed{\phantom{4}} & 36\div\boxed{\phantom{4}}=9 \end{multiplication-and-division},
F03_0_1,F03011306,다음을 계산하세요.,\begin{multiplication-and-division} 7\times\boxed{\phantom{6}}=42 & 42\div~7=\boxed{\phantom{6}} & 42\div\boxed{\phantom{6}}=7 \end{multiplication-and-division},
F03_0_1,F03011407,다음을 계산하세요.,8 \times \boxed{\phantom{9}} = 72\leftrightarrow72\div8=\boxed{\phantom{9}},
F03_0_1,F03011408,다음을 계산하세요.,9 \times \boxed{\phantom{5}} = 45\leftrightarrow45\div9=\boxed{\phantom{5}},
F03_0_1,F03011409,다음을 계산하세요.,3 \times \boxed{\phantom{4}} = 12\leftrightarrow12\div3=\boxed{\phantom{4}},
F03_0_1,F03011410,다음을 계산하세요.,\begin{multiplication-and-division} 5\times\boxed{\phantom{3}}=15 & 15\div~5=\boxed{\phantom{3}} & 15\div\boxed{\phantom{3}}=5 \end{multiplication-and-division},
F03_0_1,F03011411,다음을 계산하세요.,\begin{multiplication-and-division} 4\times\boxed{\phantom{7}}=28 & 28\div~4=\boxed{\phantom{7}} & 28\div\boxed{\phantom{7}}=4 \end{multiplication-and-division},
F03_0_1,F03011412,다음을 계산하세요.,\begin{multiplication-and-division} 8\times\boxed{\phantom{6}}=48 & 48\div~8=\boxed{\phantom{6}} & 48\div\boxed{\phantom{6}}=8 \end{multiplication-and-division},
F03_0_2,F03011503,다음 나눗셈을 하세요.,2 \div 2= \boxed{\phantom{1}} ,1
F03_0_2,F03011504,다음 나눗셈을 하세요.,32 \div 4= \boxed{\phantom{8}} ,8
F03_0_2,F03011505,다음 나눗셈을 하세요.,72 \div 9= \boxed{\phantom{8}} ,8
F03_0_2,F03011506,다음 나눗셈을 하세요.,64 \div 8= \boxed{\phantom{8}} ,8
F03_0_2,F03011507,다음 나눗셈을 하세요.,10 \div 5= \boxed{\phantom{2}} ,2
F03_0_2,F03011508,다음 나눗셈을 하세요.,12 \div 4= \boxed{\phantom{3}} ,3
F03_0_2,F03011509,다음 나눗셈을 하세요.,40 \div 8= \boxed{\phantom{5}} ,5
F03_0_2,F03011510,다음 나눗셈을 하세요.,63 \div 7= \boxed{\phantom{9}} ,9
F03_0_2,F03011511,다음 나눗셈을 하세요.,6 \div 6= \boxed{\phantom{1}} ,1
F03_0_2,F03011512,다음 나눗셈을 하세요.,40 \div 5= \boxed{\phantom{8}} ,8
F03_0_2,F03011513,다음 나눗셈을 하세요.,9 \div 3= \boxed{\phantom{3}} ,3
F03_0_2,F03011514,다음 나눗셈을 하세요.,14 \div 2= \boxed{\phantom{7}} ,7
F03_0_2,F03011616,다음 나눗셈을 하세요.,5 \div 5= \boxed{\phantom{1}} ,1
F03_0_2,F03011617,다음 나눗셈을 하세요.,15 \div 3= \boxed{\phantom{5}} ,5
F03_0_2,F03011618,다음 나눗셈을 하세요.,42 \div 6= \boxed{\phantom{7}} ,7
F03_0_2,F03011619,다음 나눗셈을 하세요.,4 \div 2= \boxed{\phantom{2}} ,2
F03_0_2,F03011620,다음 나눗셈을 하세요.,20 \div 4= \boxed{\phantom{5}} ,5
F03_0_2,F03011621,다음 나눗셈을 하세요.,42 \div 7= \boxed{\phantom{6}} ,6
F03_0_2,F03011622,다음 나눗셈을 하세요.,36 \div 9= \boxed{\phantom{4}} ,4
F03_0_2,F03011624,다음 나눗셈을 하세요.,54 \div 6= \boxed{\phantom{9}} ,9
F03_0_2,F03011627,다음 나눗셈을 하세요.,7 \div 7= \boxed{\phantom{1}} ,1
F03_0_2,F03011628,다음 나눗셈을 하세요.,81 \div 9= \boxed{\phantom{9}} ,9
F03_0_2,F03011629,다음 나눗셈을 하세요.,8 \div 4= \boxed{\phantom{2}} ,2
F03_0_2,F03011630,다음 나눗셈을 하세요.,12 \div 3= \boxed{\phantom{4}} ,4
F03_0_1,F03011701,다음을 계산하세요.,8 \times \boxed{\phantom{4}} = 32\leftrightarrow32\div8=\boxed{\phantom{4}},
F03_0_1,F03011702,다음을 계산하세요.,9 \times \boxed{\phantom{2}} = 18\leftrightarrow18\div9=\boxed{\phantom{2}},
F03_0_1,F03011703,다음을 계산하세요.,7 \times \boxed{\phantom{7}} = 49\leftrightarrow49\div7=\boxed{\phantom{7}},
F03_0_1,F03011704,다음을 계산하세요.,\begin{multiplication-and-division} 6\times\boxed{\phantom{5}}=30 & 30\div~6=\boxed{\phantom{5}} & 30\div\boxed{\phantom{5}}=6 \end{multiplication-and-division},
F03_0_1,F03011705,다음을 계산하세요.,\begin{multiplication-and-division} 3\times\boxed{\phantom{9}}=27 & 27\div~3=\boxed{\phantom{9}} & 27\div\boxed{\phantom{9}}=3 \end{multiplication-and-division},
F03_0_1,F03011706,다음을 계산하세요.,\begin{multiplication-and-division} 7\times\boxed{\phantom{8}}=56 & 56\div~7=\boxed{\phantom{8}} & 56\div\boxed{\phantom{8}}=7 \end{multiplication-and-division},
F03_0_2,F03011803,다음 나눗셈을 하세요.,8 \div 8= \boxed{\phantom{1}} ,1
F03_0_2,F03011805,다음 나눗셈을 하세요.,6 \div 3= \boxed{\phantom{2}} ,2
F03_0_2,F03011806,다음 나눗셈을 하세요.,12 \div 2= \boxed{\phantom{6}} ,6
F03_0_2,F03011807,다음 나눗셈을 하세요.,24 \div 6= \boxed{\phantom{4}} ,4
F03_0_2,F03011809,다음 나눗셈을 하세요.,20 \div 5= \boxed{\phantom{4}} ,4
F03_0_2,F03011810,다음 나눗셈을 하세요.,14 \div 7= \boxed{\phantom{2}} ,2
F03_0_2,F03011811,다음 나눗셈을 하세요.,45 \div 9= \boxed{\phantom{5}} ,5
F03_0_2,F03011812,다음 나눗셈을 하세요.,10 \div 2= \boxed{\phantom{5}} ,5
F03_0_2,F03011813,다음 나눗셈을 하세요.,36 \div 6= \boxed{\phantom{6}} ,6
F03_0_2,F03011814,다음 나눗셈을 하세요.,18 \div 3= \boxed{\phantom{6}} ,6
F03_0_2,F03011815,다음 나눗셈을 하세요.,4 \div 4= \boxed{\phantom{1}} ,1
F03_0_2,F03011816,다음 나눗셈을 하세요.,72 \div 8= \boxed{\phantom{9}} ,9
F03_0_2,F03021302,다음 나눗셈을 하세요.,30 \div 5= \boxed{\phantom{6}} ,6
F03_0_2,F03021308,다음 나눗셈을 하세요.,56 \div 8= \boxed{\phantom{7}} ,7
F03_0_2,F03021310,다음 나눗셈을 하세요.,24 \div 4= \boxed{\phantom{6}} ,6
F03_0_2,F03021313,다음 나눗셈을 하세요.,28 \div 7= \boxed{\phantom{4}} ,4
F03_0_2,F03021712,다음 나눗셈을 하세요.,49 \div 7= \boxed{\phantom{7}} ,7
F03_0_2,F03021827,다음 나눗셈을 하세요.,18 \div 9= \boxed{\phantom{2}} ,2
F03_0_2,F03031709,다음 나눗셈을 하세요.,16 \div 2= \boxed{\phantom{8}} ,8
